state,state_abbr,year,scenario,scenario_label,annual_max_tasmax_c,hot_days_30c,hot_days_30c_2020,hot_days_30c_change_from_2020,hot_days_35c,hot_days_35c_2020,hot_days_35c_change_from_2020
Alabama,AL,2020,ssp126,Low emissions (SSP126),33.073293688986034,37.74486651455762,37.74486651455762,0.0,0.3419706198039264,0.3419706198039264,0.0
Alabama,AL,2021,ssp126,Low emissions (SSP126),40.70276755974509,104.89763205743992,37.74486651455762,67.15276554288229,45.387071694550514,0.3419706198039264,45.04510107474659
Alabama,AL,2022,ssp126,Low emissions (SSP126),33.566757294159075,56.94892431127628,37.74486651455762,19.204057796718658,0.8122725348149419,0.3419706198039264,0.4703019150110155
Alabama,AL,2023,ssp126,Low emissions (SSP126),35.91511748935654,53.291382793258414,37.74486651455762,15.546516278700791,6.165148597838214,0.3419706198039264,5.823177978034287
Alabama,AL,2024,ssp126,Low emissions (SSP126),38.48553600467912,91.27259029510213,37.74486651455762,53.52772378054452,20.854406648805895,0.3419706198039264,20.512436029001968
Alabama,AL,2025,ssp126,Low emissions (SSP126),40.82294670011656,90.79825089391396,37.74486651455762,53.05338437935634,30.92493549179556,0.3419706198039264,30.58296487199163
Alabama,AL,2026,ssp126,Low emissions (SSP126),34.15655159347988,40.81308072751105,37.74486651455762,3.068214212953431,0.6429675853408339,0.3419706198039264,0.30099696553690747
Alabama,AL,2027,ssp126,Low emissions (SSP126),35.763468661751276,55.76527541374046,37.74486651455762,18.02040889918284,4.408399785557602,0.3419706198039264,4.066429165753676
Alabama,AL,2028,ssp126,Low emissions (SSP126),32.89107990839255,44.839100958254164,37.74486651455762,7.094234443696545,0.4620612840226374,0.3419706198039264,0.12009066421871102
Alabama,AL,2029,ssp126,Low emissions (SSP126),37.7963972325674,92.34199237911156,37.74486651455762,54.597125864553945,14.277595839258517,0.3419706198039264,13.93562521945459
Alabama,AL,2030,ssp126,Low emissions (SSP126),33.38221397809718,48.685880702962095,37.74486651455762,10.941014188404473,0.06261943203308798,0.3419706198039264,-0.2793511877708384
Alabama,AL,2031,ssp126,Low emissions (SSP126),33.46975550677355,51.67128062801034,37.74486651455762,13.926414113452717,1.1470793379834152,0.3419706198039264,0.8051087181794889
Alabama,AL,2032,ssp126,Low emissions (SSP126),39.866213112752305,85.86324077608187,37.74486651455762,48.11837426152424,31.42205482270824,0.3419706198039264,31.080084202904313
Alabama,AL,2033,ssp126,Low emissions (SSP126),33.70226960106264,42.85392731357977,37.74486651455762,5.109060799022146,0.5635748882977918,0.3419706198039264,0.22160426849386544
Alabama,AL,2034,ssp126,Low emissions (SSP126),33.406660130077555,56.775148922332306,37.74486651455762,19.030282407774685,0.7573971552288616,0.3419706198039264,0.4154265354249352
Alabama,AL,2035,ssp126,Low emissions (SSP126),34.73555162006343,50.16730447200458,37.74486651455762,12.422437957446961,3.1159063508243303,0.3419706198039264,2.773935731020404
Alabama,AL,2036,ssp126,Low emissions (SSP126),32.91645716681358,40.04191710524717,37.74486651455762,2.297050590689551,0.44429999506342166,0.3419706198039264,0.1023293752594953
Alabama,AL,2037,ssp126,Low emissions (SSP126),35.88215359572927,61.07514071673572,37.74486651455762,23.330274202178092,2.770081868137169,0.3419706198039264,2.4281112483332428
Alabama,AL,2038,ssp126,Low emissions (SSP126),36.25531937913198,67.65798117024899,37.74486651455762,29.913114655691366,4.997896325206019,0.3419706198039264,4.655925705402093
Alabama,AL,2039,ssp126,Low emissions (SSP126),36.41859836045553,75.6799510155067,37.74486651455762,37.93508450094908,8.678378544687963,0.3419706198039264,8.336407924884035
Alabama,AL,2040,ssp126,Low emissions (SSP126),35.26523636872073,52.40792272064229,37.74486651455762,14.663056206084669,3.747376287844529,0.3419706198039264,3.405405668040603
Alabama,AL,2041,ssp126,Low emissions (SSP126),35.60381356868932,67.59815189504849,37.74486651455762,29.85328538049086,4.123309019941224,0.3419706198039264,3.781338400137298
Alabama,AL,2042,ssp126,Low emissions (SSP126),38.11958805120417,89.27623397984084,37.74486651455762,51.53136746528321,13.770908607866687,0.3419706198039264,13.428937988062762
